"Año","Provincia","Duracion_H","Superficie_Hectareas"
"2016","Jaén",5.166666666666667,0.97
"2016","Jaén",2,0.04
"2016","Jaén",4.333333333333333,0.02
"2016","Jaén",3.5,0.21
"2016","Jaén",4.25,0.09
"2016","Jaén",2.75,0.08
"2016","Jaén",8.75,2.08
"2016","Jaén",4.133333333333334,7.23
"2016","Jaén",2.4166666666666665,0.14
"2016","Jaén",3.75,3.35
"2016","Jaén",4.166666666666667,0.14
"2016","Jaén",4.5,0.2
"2016","Jaén",4.166666666666667,2
"2016","Málaga",8.416666666666666,0.14
"2016","Málaga",1.4,0.02
"2016","Málaga",9.666666666666666,0.01
"2016","Málaga",1.6666666666666667,0.02
"2016","Málaga",0.8333333333333334,0.5
"2016","Málaga",1.9833333333333334,0.31
"2016","Málaga",4.416666666666667,0.2
"2016","Málaga",3.75,0.2
"2016","Málaga",4.05,1.1
"2016","Málaga",16.666666666666668,0.67
"2016","Málaga",2.6666666666666665,0.75
"2016","Málaga",16.283333333333335,0.02
"2016","Málaga",8,0.68
"2016","Málaga",17.933333333333334,4.75
"2016","Málaga",24.75,3.83
"2016","Málaga",5,0.8
"2016","Málaga",5.266666666666667,0.58
"2016","Málaga",14.7,0.5
"2016","Málaga",1.8666666666666667,0.2
"2016","Málaga",3.25,0.25
"2016","Málaga",22.483333333333334,10.76
"2016","Málaga",2.933333333333333,0.2
"2016","Málaga",4.666666666666667,0.06
"2016","Málaga",7.333333333333333,1.36
"2016","Málaga",7.466666666666667,25.6
"2016","Málaga",2.5,0.02
"2016","Málaga",2.5,0.14
"2016","Málaga",1.0833333333333333,0.01
"2016","Málaga",2.2,3.46
"2016","Málaga",3.6,1.48
"2016","Málaga",3.9166666666666665,0.05
"2016","Málaga",28.05,9.6
"2016","Málaga",12.416666666666666,43.8
"2016","Málaga",26.5,0.15
"2016","Málaga",1.6166666666666667,0.05
"2016","Málaga",3.1333333333333333,0.02
"2016","Málaga",1.3666666666666667,0.03
"2016","Málaga",6.583333333333333,0.17
"2016","Málaga",2.6333333333333333,0.02
"2016","Málaga",0.5333333333333333,0.03
"2016","Málaga",7.533333333333333,1.15
"2016","Málaga",4.166666666666667,0.04
"2016","Málaga",13.9,0.21
"2016","Málaga",4.5,0.58
"2016","Málaga",6.35,0.57
"2016","Málaga",4.883333333333334,0.37
"2016","Málaga",13.866666666666667,38.9
"2016","Málaga",17.883333333333333,2.7
"2016","Málaga",1.1666666666666667,0.01
"2016","Málaga",8.966666666666667,0.2
"2016","Málaga",32.46666666666667,9.45
"2016","Málaga",1.2666666666666666,0.01
"2016","Málaga",5.783333333333333,0.7
"2016","Málaga",5.883333333333334,1.06
"2016","Málaga",2.216666666666667,0.11
"2016","Málaga",8.983333333333333,1.02
"2016","Málaga",0.9333333333333333,0.01
"2016","Málaga",1.9166666666666667,0.01
"2016","Málaga",7.333333333333333,0.83
"2016","Málaga",170,119.07
"2016","Málaga",3.433333333333333,1.5
"2016","Málaga",3.6,0.5
"2016","Málaga",2.3666666666666667,0.23
"2016","Málaga",3.9166666666666665,2.01
"2016","Málaga",4.466666666666667,0.59
"2016","Málaga",2.5833333333333335,0.01
"2016","Málaga",3.5,0.2
"2016","Málaga",1.8333333333333333,0.01
"2016","Málaga",1.0666666666666667,0.01
"2016","Málaga",1.8333333333333333,0.2
"2016","Málaga",1.5,0.2
"2016","Sevilla",1.4666666666666666,0.09
"2016","Sevilla",16.933333333333334,0.94
"2016","Sevilla",2.0833333333333335,0.83
"2016","Sevilla",3.066666666666667,0.2
"2016","Sevilla",2.4,0.75
"2016","Sevilla",4.616666666666666,5.22
"2016","Sevilla",21.033333333333335,0.02
"2016","Sevilla",16.166666666666668,0.73
"2016","Sevilla",2.8666666666666667,0.5
"2016","Sevilla",17,4.03
"2016","Sevilla",1.6333333333333333,0.1
"2016","Sevilla",25.583333333333332,32.93
"2016","Sevilla",1.2333333333333334,1
"2016","Sevilla",1.1666666666666667,0.75
"2016","Sevilla",4.2,0.5
"2016","Sevilla",1.0166666666666666,1
"2016","Sevilla",1.7166666666666666,0.14
"2016","Sevilla",1.45,2
"2016","Sevilla",2.533333333333333,1.23
"2016","Sevilla",2.216666666666667,0.42
"2016","Sevilla",1.2666666666666666,0.08
"2016","Sevilla",1.7,0.3
"2016","Sevilla",19.45,59.66
"2016","Sevilla",1.8666666666666667,0.02
"2016","Sevilla",6.7,1.6
"2016","Sevilla",20.183333333333334,8.16
"2016","Sevilla",3.1,4.49
"2016","Sevilla",13.116666666666667,4.74
"2016","Sevilla",1.4666666666666666,0.2
"2016","Sevilla",4.666666666666667,0.67
"2016","Sevilla",0.7833333333333333,0.2
"2016","Sevilla",2.8333333333333335,1.2
"2016","Sevilla",20.05,11
"2016","Sevilla",2.8333333333333335,0.8
"2016","Sevilla",6.583333333333333,1.7
"2016","Sevilla",2.4166666666666665,0.06
"2016","Sevilla",2.0833333333333335,2
"2016","Sevilla",1.9666666666666666,0.2
"2016","Sevilla",1.35,0.23
"2016","Sevilla",21.733333333333334,0.69
"2016","Sevilla",5.65,1.25
"2016","Sevilla",12.166666666666666,0.5
"2016","Sevilla",1.8666666666666667,0.8
"2016","Sevilla",19.716666666666665,10.36
"2016","Sevilla",2.6166666666666667,2.28
"2016","Sevilla",23.35,4.61
"2016","Sevilla",11.666666666666666,0.88
"2016","Sevilla",5.366666666666666,1.11
"2016","Sevilla",7.4,2.14
"2016","Sevilla",6.116666666666666,0.6
"2016","Sevilla",2,0.1
"2016","Sevilla",3.433333333333333,0.26
"2016","Sevilla",1,0.5
"2016","Sevilla",46.083333333333336,1.5
"2016","Sevilla",1.1,0.4
"2016","Sevilla",4.383333333333334,4.5
"2016","Sevilla",4.716666666666667,0.5
"2016","Sevilla",0.85,0.11
"2016","Sevilla",6.666666666666667,0.1
"2016","Sevilla",2.5833333333333335,0.79
"2016","Sevilla",29.433333333333334,18.2
"2016","Sevilla",5.283333333333333,1
"2016","Sevilla",1.95,0.08
"2016","Sevilla",3.1166666666666667,0.25
"2016","Sevilla",23.3,8.91
"2016","Sevilla",22.983333333333334,0.8
"2016","Sevilla",1.2,0.03
"2016","Sevilla",2.8,0.35
"2016","Sevilla",3.0833333333333335,0.4
"2016","Sevilla",22.083333333333332,1.78
"2016","Sevilla",1.75,0.09
"2016","Sevilla",0.8333333333333334,0.09
"2016","Sevilla",30.35,0.09
"2016","Sevilla",1.3666666666666667,1.3
"2016","Sevilla",3.9,0.6
"2016","Sevilla",6.333333333333333,3.38
"2016","Sevilla",2.5,1.29
"2016","Sevilla",6.666666666666667,1
"2016","Sevilla",2.7666666666666666,41
"2016","Sevilla",164.7,1829.04
"2016","Sevilla",4.55,1.13
"2016","Sevilla",8.433333333333334,1.09
"2016","Sevilla",16.7,3.66
"2016","Sevilla",2.6,4.78
"2016","Sevilla",18.133333333333333,0.8
"2016","Sevilla",1.3333333333333333,0.23
"2016","Sevilla",10.633333333333333,0.58
"2016","Sevilla",3,2.4
"2016","Sevilla",2.1333333333333333,0.8
"2016","Sevilla",45.5,3.2
"2016","Sevilla",3.5,0.3
"2016","Sevilla",2.95,0.1
"2016","Sevilla",3.8833333333333333,0.75
"2016","Sevilla",1.7166666666666666,0.05
"2016","Sevilla",6.083333333333333,0.24
"2016","Sevilla",3.1666666666666665,2
"2016","Sevilla",23.183333333333334,0.2
"2016","Sevilla",4.033333333333333,3
"2016","Sevilla",3.3,3
"2016","Sevilla",3,1.01
"2016","Sevilla",3.966666666666667,0.5
"2016","Sevilla",4.683333333333334,2
"2016","Sevilla",3.35,2.5
"2016","Sevilla",15.133333333333333,0.5
"2016","Sevilla",17.95,5.18
"2016","Sevilla",1.3333333333333333,0.1
"2016","Sevilla",17.983333333333334,2.07
"2016","Sevilla",4.866666666666666,2.78
"2016","Sevilla",16.25,0.43
"2016","Sevilla",14.666666666666666,0.32
"2016","Sevilla",3.2666666666666666,8.08
"2016","Sevilla",2.75,0.19
"2016","Sevilla",3.8333333333333335,0.28
"2016","Sevilla",2.2666666666666666,1
"2016","Sevilla",24.5,2
"2016","Sevilla",3.05,0.01
"2016","Sevilla",2.25,0.35
"2016","Sevilla",10.5,4
"2016","Sevilla",3.3333333333333335,0.54
"2017","Almería",3.466666666666667,0.34
"2017","Almería",4.9,0.08
"2017","Almería",3.75,0.28
"2017","Almería",5.5,0.23
"2017","Almería",5.216666666666667,0.12
"2017","Almería",0.9333333333333333,0.01
"2017","Almería",67.98333333333333,1.61
"2017","Almería",4.8,0.96
"2017","Almería",2.6333333333333333,0.02
"2017","Almería",3.5,0.05
"2017","Almería",5.166666666666667,0.11
"2017","Almería",2.8,4.27
"2017","Almería",28.8,11.38
"2017","Almería",44.38333333333333,0.34
"2017","Almería",4,0.02
"2017","Almería",67.98333333333333,30.4
"2017","Almería",5.916666666666667,1.27
"2017","Almería",45.85,0.13
"2017","Almería",41.016666666666666,79.49
"2017","Almería",1.6,0.13
"2017","Almería",2.5833333333333335,0.08
"2017","Almería",97,0.77
"2017","Almería",2.3833333333333333,1.22
"2017","Almería",26.416666666666668,3.33
"2017","Almería",0.38333333333333336,0.02
"2017","Almería",1.5833333333333333,0.06
"2017","Almería",20.033333333333335,4.15
"2017","Almería",5.5,0.14
"2017","Almería",1.2166666666666666,0.02
"2017","Almería",3.1333333333333333,0.29
"2017","Almería",1.8333333333333333,0.01
"2017","Almería",21.45,0.05
"2017","Almería",30.266666666666666,0.03
"2017","Almería",1.8166666666666667,0.34
"2017","Almería",1.5833333333333333,0.05
"2017","Almería",2.4166666666666665,0.01
"2017","Almería",3.1166666666666667,0.19
"2017","Almería",5.533333333333333,0.04
"2017","Almería",18.383333333333333,0.01
"2017","Almería",1.3,0.03
"2017","Almería",1.6333333333333333,0.01
"2017","Almería",7.1,0.45
"2017","Almería",5,0.02
"2017","Almería",1.4833333333333334,0.01
"2017","Almería",2.4166666666666665,0.05
"2017","Almería",6.15,1.79
"2017","Almería",1.1666666666666667,0.01
"2017","Almería",2.0166666666666666,0.05
"2017","Almería",17.95,0.02
"2017","Almería",19.8,1.19
"2017","Almería",20.416666666666668,1.31
"2017","Almería",13,0.01
"2017","Cádiz",1.75,0.08
"2017","Cádiz",0.7666666666666667,0.01
"2017","Cádiz",87.25,0.45
"2017","Cádiz",2.0166666666666666,0.04
"2017","Cádiz",0.7666666666666667,0.03
"2017","Cádiz",0.9333333333333333,0.01
"2017","Cádiz",1.2166666666666666,0.01
"2017","Cádiz",3.95,0.84
"2017","Cádiz",0.5,0.01
"2017","Cádiz",1.3166666666666667,0.03
"2017","Cádiz",1.6666666666666667,0.18
"2017","Cádiz",3.4166666666666665,0.07
"2017","Cádiz",1.5833333333333333,0.04
"2017","Cádiz",2,0.2
"2017","Cádiz",1.3666666666666667,0.1
"2017","Cádiz",4.25,0.04
"2017","Cádiz",1.3333333333333333,0.12
"2017","Cádiz",5.683333333333334,0.06
"2017","Cádiz",1.9333333333333333,0.01
"2017","Cádiz",0.65,0.01
"2017","Cádiz",0.65,0.01
"2017","Cádiz",1.9166666666666667,0.02
"2017","Cádiz",2.9,0.1
"2017","Cádiz",5.033333333333333,0.1
"2017","Cádiz",3.45,0.04
"2017","Cádiz",2.4166666666666665,0.98
"2017","Cádiz",6.2,0.19
"2017","Cádiz",0.5666666666666667,0.19
"2017","Cádiz",17.25,0.24
"2017","Cádiz",14.616666666666667,0.86
"2017","Cádiz",1.0333333333333334,0.02
"2017","Cádiz",0.9833333333333333,0.38
"2017","Cádiz",24,9.9
"2017","Cádiz",28.216666666666665,4.75
"2017","Cádiz",1.95,0.01
"2017","Cádiz",3.5,0.08
"2017","Cádiz",3.8666666666666667,0.08
"2017","Cádiz",1.75,0.77
"2017","Cádiz",21.85,1.27
"2017","Cádiz",0.35,0.01
"2017","Cádiz",11.316666666666666,8.07
"2017","Cádiz",16.633333333333333,0.48
"2017","Cádiz",1.25,0.01
"2017","Cádiz",14.2,0.47
"2017","Cádiz",0.5,0.02
"2017","Cádiz",3.033333333333333,0.25
"2017","Cádiz",1.8,0.7
"2017","Cádiz",14.6,0.48
"2017","Cádiz",2.1333333333333333,0.02
"2017","Cádiz",0.3333333333333333,0.14
"2017","Cádiz",5.333333333333333,2.2
"2017","Cádiz",1.65,0.17
"2017","Cádiz",8.166666666666666,3.31
"2017","Cádiz",19.633333333333333,1.13
"2017","Cádiz",2.2333333333333334,0.05
"2017","Cádiz",3.4,2.3
"2017","Cádiz",1.2166666666666666,0.03
"2017","Cádiz",6.416666666666667,0.02
"2017","Cádiz",7.483333333333333,0.38
"2017","Cádiz",8.766666666666667,0.01
"2017","Cádiz",2.1333333333333333,0.01
"2017","Cádiz",0.9166666666666666,0.01
"2017","Cádiz",8.466666666666667,0.13
"2017","Cádiz",4.55,0.7
"2017","Cádiz",4.25,1.97
"2017","Cádiz",0.9333333333333333,0.01
"2017","Cádiz",1.1333333333333333,0.01
"2017","Cádiz",2.3,0.01
"2017","Cádiz",4.633333333333334,0.02
"2017","Cádiz",0.9666666666666667,0.96
"2017","Cádiz",23.55,0.66
"2017","Cádiz",0.6666666666666666,0.01
"2017","Cádiz",0.85,0.01
"2017","Cádiz",4.066666666666666,0.1
"2017","Cádiz",1.3166666666666667,1.1
"2017","Cádiz",0.8666666666666667,0.01
"2017","Cádiz",4.266666666666667,0.05
"2017","Cádiz",0.7833333333333333,0.02
"2017","Cádiz",0.8,1.26
"2017","Cádiz",1.6166666666666667,0.27
"2017","Cádiz",1.1166666666666667,0.45
"2017","Cádiz",0.8833333333333333,0.45
"2017","Cádiz",1,1.12
"2017","Cádiz",3.1666666666666665,1.37
"2017","Cádiz",0.6666666666666666,0.3
"2017","Cádiz",2.033333333333333,0.7
"2017","Cádiz",5.416666666666667,0.25
"2017","Cádiz",0.6333333333333333,0.32
"2017","Cádiz",1.75,0.17
"2017","Cádiz",4.083333333333333,0.22
"2017","Cádiz",3.75,0.04
"2017","Cádiz",1.45,0.25
"2017","Cádiz",1.2333333333333334,0.01
"2017","Cádiz",0.9333333333333333,0.02
"2017","Cádiz",4.283333333333333,0.05
"2017","Cádiz",6.383333333333334,0.1
"2017","Cádiz",5,0.02
"2017","Cádiz",4.283333333333333,0.33
"2017","Cádiz",1.5166666666666666,0.2
"2017","Cádiz",1.3333333333333333,0.07
"2017","Cádiz",0.9833333333333333,0.01
"2017","Cádiz",3.4166666666666665,8.08
"2017","Cádiz",6.083333333333333,0.41
"2017","Cádiz",1.7333333333333334,0.01
"2017","Cádiz",4.733333333333333,0.43
"2017","Cádiz",0.6166666666666667,0.05
"2017","Cádiz",2.85,0.4
"2017","Córdoba",6.133333333333334,1.56
"2017","Córdoba",18.833333333333332,17.2
"2017","Córdoba",1.4666666666666666,0.42
"2017","Córdoba",2.45,0.17
"2017","Córdoba",3.683333333333333,1.9
"2017","Córdoba",3.25,2.64
"2017","Córdoba",1.9,0.01
"2017","Córdoba",1.05,0.1
"2017","Córdoba",1.3333333333333333,0.01
"2017","Córdoba",1.6,0.6
"2017","Córdoba",2,3
"2017","Córdoba",1.8333333333333333,0.12
"2017","Córdoba",4.583333333333333,2.58
"2017","Córdoba",14.35,3.5
"2017","Córdoba",5.833333333333333,0.67
"2017","Córdoba",5.416666666666667,0.23
"2017","Córdoba",3.5,0.44
"2017","Córdoba",5.583333333333333,11.64
"2017","Córdoba",5.083333333333333,1.6
"2017","Córdoba",4.266666666666667,0.1
"2017","Córdoba",3.0833333333333335,0.3
"2017","Córdoba",25.216666666666665,6
"2017","Córdoba",4,1.86
"2017","Córdoba",5.9,2.3
"2017","Córdoba",1.6333333333333333,0.42
"2017","Córdoba",20.683333333333334,4.05
"2017","Córdoba",4,0.84
"2017","Córdoba",23.616666666666667,21.34
"2017","Córdoba",3.7,0.05
"2017","Córdoba",2.816666666666667,0.05
"2017","Córdoba",3.0833333333333335,0.18
"2017","Córdoba",28.5,23.92
"2017","Córdoba",3.25,0.4
"2017","Córdoba",17.416666666666668,2.68
"2017","Córdoba",9.25,0.11
"2017","Córdoba",16.9,6.25
"2017","Córdoba",33.43333333333333,6.5
"2017","Córdoba",7.733333333333333,4.24
"2017","Córdoba",1.55,0.02
"2017","Córdoba",20,0.9
"2017","Córdoba",1.8333333333333333,0.29
"2017","Córdoba",5.883333333333334,4.26
"2017","Córdoba",27.6,0.59
"2017","Córdoba",18.95,1.71
"2017","Córdoba",4.7,3.5
"2017","Córdoba",14.75,0.76
"2017","Córdoba",1.45,0.02
"2017","Córdoba",3.4,1.4
"2017","Córdoba",2.033333333333333,0.1
"2017","Córdoba",1.75,1.08
"2017","Córdoba",2.7,10.34
"2017","Córdoba",1.65,0.36
"2017","Córdoba",5.083333333333333,4.37
"2017","Córdoba",4.916666666666667,2.2
"2017","Córdoba",4.95,1.05
"2017","Córdoba",2.316666666666667,0.31
"2017","Córdoba",2.1,1.36
"2017","Córdoba",7.75,0.4
"2017","Córdoba",3.5,0.07
"2017","Córdoba",2.033333333333333,0.01
"2017","Córdoba",2.216666666666667,0.7
"2017","Córdoba",1.4166666666666667,0.15
"2017","Córdoba",2.55,0.02
"2017","Córdoba",20.883333333333333,0.8
"2017","Córdoba",4.5,0.36
"2017","Córdoba",4.766666666666667,7.3
"2017","Córdoba",1.45,0.03
"2017","Córdoba",14.033333333333333,0.4
"2017","Córdoba",2.683333333333333,1.5
"2017","Córdoba",4.133333333333334,0.13
"2017","Córdoba",2.466666666666667,0.81
"2017","Córdoba",2.2666666666666666,0.2
"2017","Córdoba",5.266666666666667,0.35
"2017","Córdoba",2.716666666666667,21.8
"2017","Córdoba",2.7333333333333334,0.05
"2017","Córdoba",2.5,0.15
"2017","Córdoba",3.5,1
"2017","Córdoba",2.6666666666666665,0.23
"2017","Córdoba",4.4,1
"2017","Córdoba",1.2,0.01
"2017","Córdoba",2.566666666666667,0.03
"2017","Córdoba",24,3.9
"2017","Córdoba",2.3666666666666667,0.15
"2017","Córdoba",2.0833333333333335,3.17
"2017","Córdoba",29.35,2.2
"2017","Córdoba",4.3,0.31
"2017","Córdoba",2.25,0.06
"2017","Granada",3.3333333333333335,0.13
"2017","Granada",5.366666666666666,0.22
"2017","Granada",4.583333333333333,0.1
"2017","Granada",3.1166666666666667,4.45
"2017","Granada",16.633333333333333,1.66
"2017","Granada",6.1,0.22
"2017","Granada",7.833333333333333,0.42
"2017","Granada",7.883333333333334,0.01
"2017","Granada",2.566666666666667,0.29
"2017","Granada",7.433333333333334,0.2
"2017","Granada",7.533333333333333,0.897
"2017","Granada",3.55,1.47
"2017","Granada",2.283333333333333,0.24
"2017","Granada",5.133333333333334,3.6994
"2017","Granada",5.666666666666667,2.28
"2017","Granada",2.55,0.201
"2017","Granada",2.1333333333333333,0.01
"2017","Granada",22.283333333333335,9.692
"2017","Granada",2.3333333333333335,0.28
"2017","Granada",1.7166666666666666,0.02
"2017","Granada",2,0.28
"2017","Granada",1.6,2.0316
"2017","Granada",18.216666666666665,2.91
"2017","Granada",3.5833333333333335,0.2895
"2017","Granada",1.5,0.03
"2017","Granada",5.766666666666667,0.5
"2017","Granada",2.716666666666667,0.109
"2017","Granada",2.316666666666667,0.04
"2017","Granada",1.8666666666666667,0.06
"2017","Granada",1.7833333333333334,0.03
"2017","Granada",4.166666666666667,0.11
"2017","Granada",17.75,0.881
"2017","Granada",2.3,0.02
"2017","Granada",2.1,0.04
"2017","Granada",3.816666666666667,0.36
"2017","Granada",1.25,0.05
"2017","Granada",1.6666666666666667,0.03
"2017","Granada",46.06666666666667,25.133
"2017","Granada",68.83333333333333,36.216
"2017","Granada",2.033333333333333,0.108
"2017","Granada",1.5,0.69
"2017","Granada",4.4,0.069
"2017","Granada",12.666666666666666,0.08
"2017","Granada",2.6333333333333333,0.126
"2017","Granada",1.0833333333333333,0.4395
"2017","Granada",2.55,0.08
"2017","Granada",1.2166666666666666,0.01
"2017","Granada",14.016666666666667,0.157
"2017","Granada",44.61666666666667,28.07
"2017","Granada",6.4,0.06
"2017","Granada",28.866666666666667,12.53
"2017","Granada",2.3333333333333335,0.05
"2017","Granada",2.1666666666666665,0.11
"2017","Granada",2.2,1.63
"2017","Granada",2.5833333333333335,0.03
"2017","Granada",1.2666666666666666,0.08
"2017","Granada",1.8,0.91
"2017","Granada",10.55,0.89
"2017","Granada",3.25,0.01
"2017","Granada",2.05,0.01
"2017","Granada",1.9166666666666667,0.54
"2017","Granada",2,0.21
"2017","Granada",3.5833333333333335,0.59
"2017","Granada",2.3333333333333335,0.122
"2017","Granada",23.366666666666667,3.72
"2017","Granada",6.533333333333333,0.02
"2017","Granada",9.5,1.22
"2017","Granada",11.7,1.2693
"2017","Granada",32.583333333333336,11.97
"2017","Granada",5.333333333333333,7.98
"2017","Granada",3.4166666666666665,0.035
"2017","Granada",1.75,0.01
"2017","Granada",4.416666666666667,0.01
"2017","Granada",6.083333333333333,1.59
"2017","Granada",16.433333333333334,1.08
"2017","Granada",1.95,0.06
"2017","Granada",22.766666666666666,1.3166
"2017","Granada",1.2666666666666666,0.286
"2017","Granada",3.033333333333333,0.0857
"2017","Granada",26.083333333333332,0.1911
"2017","Granada",0.9333333333333333,0.46
"2017","Granada",1.6666666666666667,0.7
"2017","Granada",0.8666666666666667,0.02
"2017","Granada",15.166666666666666,0.481
"2017","Granada",3.6666666666666665,0.2527
"2017","Granada",4.216666666666667,0.29
"2017","Granada",1.4166666666666667,0.01
"2017","Granada",2,0.0483
"2017","Granada",1.3833333333333333,0.04
"2017","Granada",10.433333333333334,0.01
"2017","Granada",1.6666666666666667,0.071
"2017","Granada",2.033333333333333,2.2213
"2017","Granada",32.8,7.21
"2017","Granada",2.8833333333333333,0.16
"2017","Granada",1.8666666666666667,0.445
"2017","Granada",21.333333333333332,5.876
"2017","Granada",4.5,0.4704
"2017","Granada",6.283333333333333,0.237
"2017","Granada",4.85,0.536
"2017","Granada",23.133333333333333,4.15
"2017","Granada",2.7333333333333334,0.09
"2017","Granada",2.0833333333333335,0.0241
"2017","Granada",1.7833333333333334,0.05
"2017","Granada",2.05,0.07
"2017","Granada",1.3333333333333333,0.002
"2017","Granada",28.8,2.191
"2017","Granada",15.333333333333334,0.82
"2017","Granada",1.45,0.022
"2017","Granada",2.3333333333333335,0.04
"2017","Granada",2.0833333333333335,0.0155
"2017","Granada",21.416666666666668,2.25
"2017","Granada",9.5,0.04
"2017","Granada",2.85,0.4399
"2017","Granada",1.3,0.057
"2017","Granada",26,4.12
"2017","Granada",1.8333333333333333,0.077
"2017","Granada",1.4833333333333334,0.128
"2017","Granada",5,0.03
"2017","Granada",9.066666666666666,0.87
"2017","Granada",2,0.02
"2017","Granada",2.75,0.0346
"2017","Granada",2.8833333333333333,0.04
"2017","Granada",4.416666666666667,0.09
"2017","Granada",16.416666666666668,4.96
"2017","Granada",1.55,0.05
"2017","Granada",1.6666666666666667,0.041
"2017","Granada",35.8,113.535
"2017","Huelva",4.7,0.6
"2017","Huelva",2.0166666666666666,0.3
"2017","Huelva",3.3333333333333335,0.08
"2017","Huelva",6.166666666666667,0.93
"2017","Huelva",2.4166666666666665,0.25
"2017","Huelva",3.433333333333333,0.35
"2017","Huelva",0.75,0.1
"2017","Huelva",4.666666666666667,0.7
"2017","Huelva",2.6666666666666665,0.1
"2017","Huelva",27.45,1.4
"2017","Huelva",21.5,0.8
"2017","Huelva",7.75,0.2
"2017","Huelva",3.25,1.5
"2017","Huelva",24.566666666666666,0.8
"2017","Huelva",17.383333333333333,0.85
"2017","Huelva",0.9,0.05
"2017","Huelva",0.8333333333333334,0.05
"2017","Huelva",5.866666666666666,0.18
"2017","Huelva",19.033333333333335,0.5
"2017","Huelva",5.116666666666666,4
"2017","Huelva",7.833333333333333,2.5
"2017","Huelva",6.833333333333333,4
"2017","Huelva",6.416666666666667,2
"2017","Huelva",4.75,0.8
"2017","Huelva",2.3333333333333335,0.34
"2017","Huelva",8.333333333333334,1.75
"2017","Huelva",4.333333333333333,0.9
"2017","Huelva",2.5,2
"2017","Huelva",3.966666666666667,2
"2017","Huelva",19.333333333333332,1.78
"2017","Huelva",20,15.27
"2017","Huelva",9.916666666666666,40.62
"2017","Huelva",5.283333333333333,2
"2017","Huelva",2.3333333333333335,3.57
"2017","Huelva",40.36666666666667,54.17
"2017","Huelva",31.983333333333334,123.65
"2017","Huelva",2.1166666666666667,0.9
"2017","Huelva",5.916666666666667,0.9
"2017","Huelva",7.466666666666667,3.25
"2017","Huelva",19.416666666666668,13.07
"2017","Huelva",21.166666666666668,1.21
"2017","Huelva",3.4166666666666665,0.6
"2017","Huelva",16.666666666666668,2.13
"2017","Huelva",5.666666666666667,0.02
"2017","Huelva",3.5833333333333335,0.01
"2017","Huelva",5.5,0.25
"2017","Huelva",2.75,0.9
"2017","Huelva",6.466666666666667,2.73
"2017","Huelva",3.3333333333333335,0.77
"2017","Huelva",232.5,8071.93
"2017","Huelva",36,7.64
"2017","Huelva",20.666666666666668,7.55
"2017","Huelva",2.8333333333333335,0.11
"2017","Huelva",6.333333333333333,5.32
"2017","Huelva",1.25,0.08
"2017","Huelva",2.7,0.85
"2017","Huelva",7.283333333333333,18.73
"2017","Huelva",3.716666666666667,0.12
"2017","Huelva",95.78333333333333,777.13
"2017","Huelva",4.566666666666666,6.22
"2017","Huelva",2.25,0.01
"2017","Huelva",77.91666666666667,48.51
"2017","Huelva",21.083333333333332,24.28
"2017","Huelva",2.0833333333333335,0.1
"2017","Huelva",39.083333333333336,0.6
"2017","Huelva",7.5,0.4
"2017","Huelva",3.8,1.5
"2017","Huelva",17.1,3.01
"2017","Huelva",3.966666666666667,1.2
"2017","Huelva",19.566666666666666,5.03
"2017","Huelva",15.916666666666666,0.9
"2017","Huelva",1.5333333333333334,0.02
"2017","Huelva",8.283333333333333,0.01
"2017","Huelva",25.116666666666667,40
"2017","Huelva",5.55,0.1
"2017","Huelva",4.833333333333333,0.29
"2017","Huelva",5.166666666666667,0.11
"2017","Huelva",5.983333333333333,0.78
"2017","Huelva",10.75,0.01
"2017","Huelva",44.416666666666664,85.41
"2017","Huelva",15.083333333333334,0.51
"2017","Huelva",5.25,0.63
"2017","Huelva",3.066666666666667,2.26
"2017","Huelva",10.666666666666666,3.75
"2017","Huelva",4.666666666666667,0.5
"2017","Huelva",17.5,54.98
"2017","Huelva",2.1666666666666665,0.9
"2017","Huelva",1.4166666666666667,0.04
"2017","Huelva",3,0.26
"2017","Huelva",6.416666666666667,12
"2017","Huelva",1.3833333333333333,0.01
"2017","Huelva",2.216666666666667,0.3
"2017","Huelva",8,0.6
"2017","Huelva",9.616666666666667,3.77
"2017","Huelva",3.4166666666666665,0.12
"2017","Huelva",8.333333333333334,2.16
"2017","Huelva",10.833333333333334,3.06
"2017","Huelva",21.833333333333332,8.63
"2017","Huelva",71,374.07
"2017","Huelva",29.833333333333332,93.13
"2017","Huelva",3.2,0.9
"2017","Huelva",1.6166666666666667,0.01
"2017","Huelva",1.3333333333333333,0.05
"2017","Huelva",0.65,0.15
"2017","Huelva",1.9166666666666667,0.01
"2017","Huelva",36.583333333333336,45.91
"2017","Huelva",1.5833333333333333,0.1
"2017","Huelva",0.9,0.54
"2017","Huelva",2.0833333333333335,0.15
"2017","Huelva",9.083333333333334,1.31
"2017","Huelva",2.7666666666666666,0.01
"2017","Huelva",125.75,4161.46
"2017","Huelva",2.25,0.1
"2017","Huelva",4.966666666666667,0.75
"2017","Huelva",2.566666666666667,0.13
"2017","Huelva",5.583333333333333,0.03
"2017","Huelva",2.5,2.5
"2017","Huelva",4.583333333333333,0.01
"2017","Huelva",2.25,0.01
"2017","Huelva",1.4166666666666667,0.03
"2017","Huelva",27.166666666666668,15.11
"2017","Huelva",17.25,0.8
"2017","Huelva",2.5,0.01
"2017","Huelva",2.9166666666666665,0.17
"2017","Huelva",1.4166666666666667,0.2
